[24, 0, 0, 1, 1, 0, 0, 15, 0, 3, 5, 1, 0]|0
[11, 0, 0, 1, 0, 0, 0, 14, 0, 3, 6, 1, 0]|0
[27, 2, 0, 0, 0, 0, 0, 10, 0, 4, 5, 1, 0]|0
[25, 2, 0, 1, 1, 1, 0, 10, 5, 2, 4, 1, 0]|0
[19, 3, 0, 0, 0, 0, 0, 8, 5, 3, 3, 2, 0]|0
[2, 0, 0, 0, 0, 0, 0, 8, 6, 3, 2, 2, 0]|0
[1, 0, 0, 0, 0, 0, 0, 8, 7, 2, 2, 2, 0]|0
[1, 0, 0, 0, 0, 0, 0, 8, 8, 1, 2, 2, 0]|0
[27, 1, 5, 0, 0, 1, 0, 6, 5, 1, 2, 1, 0]|0
[4, 0, 0, 0, 0, 0, 0, 5, 10, 0, 1, 2, 0]|0
[4, 0, 1, 0, 0, 0, 0, 2, 9, 0, 1, 2, 0]|0
[4, 0, 1, 0, 1, 0, 0, 2, 9, 0, 0, 2, 0]|0
[4, 0, 1, 0, 0, 0, 0, 2, 12, 0, 1, 2, 0]|0
[4, 1, 2, 0, 0, 0, 0, 1, 14, 0, 1, 2, 0]|0
[3, 0, 0, 0, 0, 1, 0, 1, 14, 0, 1, 0, 0]|0
[2, 0, 0, 0, 0, 0, 0, 3, 15, 1, 1, 1, 0]|0
[2, 0, 0, 0, 0, 0, 0, 6, 15, 2, 4, 1, 0]|0
[4, 0, 3, 0, 0, 0, 0, 8, 13, 3, 3, 2, 0]|0
[4, 0, 3, 0, 0, 0, 0, 9, 13, 4, 3, 2, 0]|0
[4, 0, 3, 0, 0, 0, 0, 9, 12, 4, 3, 3, 0]|0
[12, 2, 1, 1, 0, 0, 0, 11, 14, 4, 8, 2, 0]|1
[15, 3, 1, 1, 3, 0, 0, 11, 14, 4, 8, 4, 0]|1
[21, 2, 2, 1, 0, 1, 0, 12, 13, 4, 13, 3, 0]|1
[8, 1, 1, 1, 0, 0, 0, 13, 11, 4, 15, 4, 0]|1
[10, 1, 1, 0, 0, 1, 0, 13, 8, 5, 16, 3, 0]|1
[30, 4, 0, 1, 5, 0, 0, 10, 6, 4, 12, 4, 0]|0
[36, 1, 0, 0, 3, 2, 0, 11, 5, 4, 14, 2, 0]|0
[10, 0, 0, 0, 2, 0, 0, 9, 4, 3, 12, 4, 0]|0
[9, 0, 0, 0, 2, 0, 0, 7, 2, 2, 12, 3, 0]|0
[5, 0, 0, 0, 1, 0, 0, 6, 1, 1, 13, 3, 0]|0
[24, 0, 0, 0, 1, 0, 0, 5, 0, 1, 13, 2, 0]|0
[3, 0, 0, 0, 0, 0, 0, 1, 0, 0, 9, 2, 0]|0
[3, 0, 0, 0, 0, 0, 0, 4, 0, 0, 6, 1, 0]|0
[1, 0, 0, 0, 0, 0, 0, 10, 0, 0, 4, 1, 0]|0
[1, 0, 0, 0, 0, 0, 0, 14, 0, 0, 2, 1, 0]|0
[1, 0, 0, 0, 0, 0, 0, 14, 0, 0, 1, 1, 0]|0
[1, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 1, 0]|0
[27, 4, 0, 0, 0, 1, 0, 13, 0, 0, 0, 0, 0]|0
[15, 6, 0, 0, 0, 0, 0, 11, 0, 0, 1, 1, 0]|0
[9, 4, 0, 0, 0, 0, 0, 13, 0, 0, 1, 1, 0]|0
[2, 0, 0, 0, 0, 0, 0, 17, 0, 0, 2, 1, 0]|0
[7, 3, 0, 0, 0, 0, 0, 14, 1, 0, 2, 1, 0]|0
[2, 0, 0, 0, 0, 0, 0, 17, 2, 0, 2, 1, 0]|0
[32, 0, 0, 0, 1, 0, 0, 13, 3, 0, 1, 0, 0]|0
[22, 0, 0, 0, 0, 0, 0, 7, 3, 0, 4, 0, 0]|0
[1, 0, 0, 0, 0, 0, 0, 5, 8, 1, 0, 0, 0]|0
[3, 0, 1, 0, 0, 0, 0, 5, 7, 0, 0, 0, 0]|0
[28, 1, 0, 0, 0, 0, 0, 4, 8, 0, 0, 0, 0]|0
[28, 1, 0, 0, 0, 0, 0, 6, 8, 0, 0, 0, 0]|0
[1, 0, 0, 0, 0, 0, 0, 9, 8, 0, 0, 0, 0]|0
[37, 2, 4, 0, 0, 0, 0, 6, 2, 0, 0, 0, 0]|0
[2, 0, 0, 0, 0, 0, 0, 8, 8, 0, 0, 0, 0]|0
[3, 0, 1, 0, 0, 0, 0, 8, 6, 0, 0, 0, 0]|0
[20, 2, 0, 0, 0, 0, 0, 5, 8, 0, 0, 0, 0]|0
[20, 2, 0, 0, 0, 0, 0, 4, 8, 0, 0, 0, 0]|0
[1, 0, 0, 0, 0, 0, 0, 6, 8, 0, 0, 0, 0]|0
[1, 0, 0, 0, 0, 0, 0, 5, 4, 5, 2, 5, 0]|0
[3, 0, 1, 0, 0, 0, 0, 5, 3, 5, 2, 5, 0]|0
[12, 1, 0, 1, 0, 1, 0, 5, 4, 3, 3, 3, 0]|0
[12, 1, 0, 1, 0, 1, 0, 6, 4, 2, 4, 2, 0]|0
[1, 0, 0, 0, 0, 0, 0, 7, 4, 3, 4, 3, 0]|0
[1, 0, 0, 0, 0, 0, 0, 6, 2, 2, 4, 2, 0]|0
[3, 0, 1, 0, 0, 0, 0, 6, 2, 2, 4, 2, 0]|0
[36, 2, 0, 0, 2, 0, 0, 4, 2, 2, 2, 2, 0]|0
[36, 2, 0, 0, 2, 0, 0, 3, 2, 1, 2, 1, 0]|0
[1, 0, 0, 0, 0, 0, 0, 4, 3, 0, 4, 0, 0]|0
[1, 0, 0, 0, 0, 0, 0, 4, 3, 0, 4, 0, 0]|0
[1, 0, 0, 0, 0, 0, 0, 1, 3, 2, 0, 0, 1]|0
[2, 0, 0, 1, 0, 0, 0, 1, 3, 1, 0, 0, 1]|0
[1, 1, 0, 0, 0, 0, 0, 0, 4, 3, 0, 0, 1]|0
[1, 0, 1, 1, 0, 0, 0, 2, 3, 2, 0, 0, 1]|0
[1, 0, 0, 0, 0, 0, 0, 2, 5, 4, 0, 0, 1]|0
[1, 0, 2, 0, 0, 0, 0, 2, 3, 4, 0, 0, 1]|0
[1, 0, 0, 0, 0, 0, 0, 2, 6, 5, 0, 0, 1]|0
[1, 0, 1, 1, 0, 0, 0, 2, 5, 4, 0, 0, 1]|0
[1, 1, 0, 0, 0, 0, 0, 0, 6, 5, 0, 0, 2]|0
[1, 0, 1, 1, 0, 0, 0, 1, 5, 4, 0, 0, 2]|0
[1, 0, 0, 0, 0, 0, 1, 2, 6, 5, 0, 0, 1]|0
[1, 0, 1, 1, 0, 0, 0, 2, 5, 4, 0, 0, 2]|0
[2, 0, 0, 1, 0, 0, 0, 2, 6, 4, 0, 0, 2]|0
[1, 0, 0, 0, 0, 0, 1, 2, 5, 4, 0, 0, 1]|0
[1, 0, 1, 1, 0, 0, 0, 1, 4, 3, 0, 0, 2]|0
[1, 1, 0, 0, 0, 0, 0, 1, 5, 4, 0, 0, 2]|0
[1, 0, 2, 0, 0, 0, 0, 4, 5, 6, 0, 0, 1]|0
[1, 0, 0, 0, 0, 0, 0, 6, 7, 6, 0, 0, 1]|0
[1, 0, 0, 0, 0, 0, 0, 8, 8, 6, 0, 0, 1]|0
[1, 0, 0, 0, 0, 0, 0, 11, 9, 7, 0, 0, 0]|0
[6, 1, 1, 1, 0, 0, 0, 11, 8, 6, 0, 0, 0]|1
[8, 2, 2, 2, 0, 0, 0, 11, 8, 5, 0, 0, 0]|1
[5, 2, 1, 1, 0, 0, 0, 14, 8, 7, 0, 0, 0]|1
[4, 2, 1, 1, 0, 0, 0, 16, 9, 8, 0, 0, 0]|1
[4, 3, 1, 1, 0, 0, 0, 17, 10, 9, 0, 0, 0]|1
[5, 1, 1, 1, 0, 0, 0, 20, 11, 10, 0, 0, 0]|1
[8, 2, 1, 0, 0, 0, 0, 20, 11, 10, 0, 0, 0]|1
[4, 3, 1, 1, 0, 0, 0, 19, 10, 7, 0, 0, 0]|1
[4, 2, 1, 1, 0, 0, 0, 20, 11, 6, 0, 0, 0]|1
[4, 2, 1, 1, 0, 0, 0, 20, 11, 7, 0, 1, 0]|1
[5, 1, 1, 1, 0, 0, 0, 19, 11, 7, 0, 1, 0]|1
[7, 2, 1, 0, 0, 0, 0, 18, 11, 8, 0, 1, 0]|1
[7, 2, 1, 0, 0, 0, 0, 19, 11, 9, 0, 1, 0]|1
[9, 2, 2, 0, 0, 0, 0, 17, 10, 9, 0, 1, 0]|1
[4, 2, 1, 2, 0, 1, 0, 17, 13, 8, 3, 0, 0]|1
[4, 1, 1, 1, 0, 0, 0, 18, 14, 10, 7, 1, 0]|1
[4, 1, 1, 1, 0, 0, 0, 19, 15, 11, 11, 1, 0]|1
[10, 3, 1, 1, 0, 0, 0, 20, 19, 14, 14, 2, 0]|1
[5, 1, 1, 1, 0, 0, 0, 25, 22, 17, 18, 3, 0]|1
[34, 2, 3, 2, 3, 0, 0, 27, 22, 19, 19, 4, 0]|0
[33, 2, 2, 2, 4, 0, 0, 25, 22, 17, 18, 3, 0]|0
[33, 2, 2, 2, 4, 0, 0, 24, 26, 16, 18, 3, 0]|0
[31, 5, 5, 3, 3, 1, 0, 20, 27, 14, 19, 2, 0]|0
[30, 5, 4, 3, 4, 1, 0, 17, 32, 13, 18, 2, 0]|0
[30, 5, 4, 3, 4, 1, 0, 16, 31, 12, 18, 2, 0]|0
[7, 0, 0, 0, 0, 0, 0, 19, 32, 13, 19, 3, 0]|0
[30, 0, 5, 0, 0, 0, 0, 17, 25, 11, 15, 3, 0]|0
[30, 0, 5, 0, 0, 0, 0, 15, 23, 9, 11, 3, 0]|0
[30, 0, 5, 0, 0, 0, 0, 10, 18, 6, 8, 2, 0]|0
[17, 0, 0, 0, 0, 0, 0, 5, 22, 3, 4, 1, 0]|0
[17, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0]|0
[17, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0]|0
[9, 0, 0, 0, 0, 0, 0, 1, 22, 0, 0, 0, 0]|0
[9, 0, 0, 0, 0, 0, 0, 2, 20, 0, 0, 0, 0]|0
[10, 0, 3, 0, 0, 0, 0, 2, 12, 0, 0, 0, 0]|0
[9, 0, 3, 0, 0, 0, 0, 2, 12, 0, 0, 0, 0]|0
[9, 0, 3, 0, 0, 0, 0, 2, 12, 0, 0, 0, 0]|0
[14, 1, 3, 0, 0, 0, 0, 1, 12, 0, 0, 0, 0]|0
[14, 1, 3, 0, 0, 0, 0, 1, 12, 0, 0, 0, 0]|0
[2, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0]|0
[2, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0]|0
[2, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0]|0
[2, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0]|0
[2, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0]|0
[1, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0]|0
[1, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0]|0
[3, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0]|0
[3, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0]|0
[9, 0, 3, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0]|0
[9, 0, 3, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0]|0
[22, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0]|0
[3, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0]|0
[3, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]|0
[20, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]|0
[6, 0, 1, 0, 0, 0, 0, 2, 5, 0, 0, 0, 0]|0
[6, 0, 1, 0, 0, 0, 0, 2, 5, 0, 0, 0, 0]|0
[18, 1, 1, 0, 0, 0, 0, 1, 5, 0, 0, 0, 0]|0
[10, 1, 0, 0, 0, 0, 0, 1, 7, 0, 0, 0, 0]|0
[8, 0, 1, 0, 0, 0, 0, 2, 9, 0, 0, 0, 0]|0
[3, 0, 0, 0, 0, 0, 0, 2, 12, 0, 0, 0, 0]|0
[6, 0, 1, 0, 0, 0, 0, 2, 13, 0, 0, 0, 0]|0
[1, 0, 0, 0, 0, 0, 0, 2, 16, 0, 0, 0, 0]|0
[6, 0, 1, 0, 0, 0, 0, 1, 14, 0, 0, 0, 0]|0
[2, 0, 3, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0]|0
[2, 0, 3, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0]|0
[2, 0, 3, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0]|0
[2, 0, 3, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0]|0
[3, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0]|0
[3, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0]|0
[1, 0, 0, 0, 0, 0, 0, 1, 9, 0, 0, 0, 0]|0
[1, 0, 0, 0, 0, 0, 0, 4, 7, 1, 0, 0, 0]|0
[2, 0, 0, 0, 0, 0, 0, 6, 4, 2, 0, 0, 0]|0
[2, 0, 0, 0, 0, 0, 0, 8, 1, 3, 0, 0, 0]|0
[1, 0, 0, 0, 0, 0, 0, 11, 2, 4, 0, 0, 0]|0
[3, 1, 0, 0, 0, 0, 0, 12, 3, 4, 0, 0, 0]|1
[4, 3, 1, 1, 0, 0, 0, 11, 2, 3, 0, 0, 0]|1
[3, 2, 0, 1, 0, 0, 0, 12, 4, 3, 0, 0, 0]|1
[5, 2, 0, 1, 0, 0, 0, 15, 5, 4, 0, 0, 0]|1
[4, 3, 1, 1, 0, 0, 0, 17, 24, 4, 0, 0, 3]|1
[5, 2, 1, 0, 0, 0, 0, 21, 44, 5, 0, 0, 6]|1
[4, 1, 0, 0, 0, 0, 0, 21, 47, 5, 0, 0, 6]|1
[3, 0, 1, 0, 0, 0, 0, 19, 47, 4, 0, 0, 7]|1
[6, 3, 1, 1, 0, 0, 0, 15, 51, 2, 0, 0, 8]|1
[31, 3, 20, 0, 0, 0, 3, 14, 36, 2, 0, 0, 5]|0
[31, 3, 20, 0, 0, 0, 3, 11, 37, 1, 0, 0, 6]|0
[3, 0, 2, 0, 0, 0, 0, 13, 58, 1, 0, 0, 9]|0
[2, 0, 2, 0, 0, 0, 1, 20, 59, 1, 1, 0, 8]|0
[6, 1, 4, 0, 0, 0, 1, 27, 57, 1, 2, 0, 8]|0
[6, 1, 4, 0, 0, 0, 0, 32, 57, 0, 3, 0, 9]|0
[2, 0, 2, 0, 0, 0, 1, 30, 39, 0, 3, 0, 5]|0
[6, 1, 4, 0, 0, 0, 0, 26, 17, 0, 3, 0, 3]|0
[12, 8, 1, 0, 1, 0, 0, 27, 18, 0, 3, 0, 3]|0
[12, 8, 1, 0, 1, 0, 0, 35, 16, 0, 4, 0, 2]|0
[12, 8, 1, 0, 1, 0, 0, 42, 12, 0, 5, 0, 1]|0
[1, 0, 0, 0, 0, 0, 0, 57, 9, 0, 7, 0, 1]|0
[1, 0, 0, 0, 0, 0, 0, 65, 7, 0, 8, 0, 0]|0
[11, 8, 0, 0, 1, 0, 0, 64, 3, 0, 8, 0, 0]|0
[11, 8, 0, 0, 1, 0, 0, 64, 2, 0, 8, 0, 0]|0
[11, 8, 0, 0, 1, 0, 0, 64, 1, 0, 8, 0, 0]|0
[11, 8, 0, 0, 1, 0, 0, 60, 1, 0, 9, 0, 0]|0
[11, 8, 0, 0, 1, 0, 0, 64, 2, 0, 11, 0, 0]|0
[11, 8, 0, 0, 1, 0, 0, 68, 3, 0, 13, 0, 0]|0
[11, 8, 0, 0, 1, 0, 0, 60, 3, 0, 12, 0, 0]|0
[2, 0, 0, 0, 0, 0, 0, 5, 5, 0, 0, 0, 0]|0
[1, 1, 0, 0, 0, 0, 0, 3, 4, 0, 0, 0, 0]|0
[2, 0, 0, 0, 0, 0, 0, 3, 3, 0, 0, 0, 0]|0
[2, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0]|0
[2, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]|0
[3, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]|0
[9, 0, 1, 0, 0, 0, 0, 3, 6, 0, 0, 0, 0]|0
[9, 0, 1, 0, 0, 0, 0, 2, 5, 0, 0, 0, 0]|0
[9, 0, 1, 0, 0, 0, 0, 1, 4, 0, 0, 0, 0]|0
[9, 0, 1, 0, 0, 0, 0, 1, 4, 0, 0, 0, 0]|0
[2, 0, 0, 0, 0, 0, 0, 1, 6, 0, 1, 1, 0]|0
[1, 0, 0, 0, 0, 0, 0, 0, 7, 0, 1, 1, 0]|0
[1, 0, 0, 0, 0, 0, 0, 0, 7, 0, 1, 1, 0]|0
[3, 0, 0, 0, 0, 0, 0, 0, 6, 0, 1, 1, 0]|0
[2, 0, 1, 0, 0, 0, 0, 0, 4, 0, 1, 1, 0]|0
[20, 0, 1, 0, 1, 1, 0, 0, 3, 0, 0, 0, 0]|0
[10, 0, 1, 0, 0, 0, 0, 0, 3, 0, 1, 1, 0]|0
[9, 2, 0, 0, 0, 0, 0, 16, 6, 0, 0, 0, 0]|0
[2, 0, 0, 0, 0, 0, 0, 14, 7, 0, 0, 0, 0]|0
[2, 0, 1, 0, 0, 0, 0, 10, 7, 0, 0, 0, 0]|0
[9, 3, 2, 0, 0, 0, 0, 7, 6, 0, 0, 0, 0]|0
[5, 3, 0, 0, 0, 0, 0, 7, 7, 0, 0, 0, 0]|0
